eid,auto_label
2-s2.0-85078741831,Physics
2-s2.0-85078681463,Physics
2-s2.0-85078506511,Biology
2-s2.0-85078291318,Computer Science
2-s2.0-85078132633,Physics
2-s2.0-85078089137,Computer Science
2-s2.0-85078001937,Health
2-s2.0-85077996683,Physics
2-s2.0-85077910120,Health
2-s2.0-85077678586,Physics
2-s2.0-85077616296,Physics
2-s2.0-85077561468,Physics
2-s2.0-85077531614,Physics
2-s2.0-85077278017,Physics
2-s2.0-85077185897,Computer Science
2-s2.0-85077182969,Physics
2-s2.0-85077182937,Physics
2-s2.0-85077157324,Physics
2-s2.0-85077021593,Computer Science
2-s2.0-85076891560,Physics
2-s2.0-85076842707,Physics
2-s2.0-85076791130,Physics
2-s2.0-85076760715,Computer Science
2-s2.0-85076699708,Computer Science
2-s2.0-85076684655,Physics
2-s2.0-85076683724,Physics
2-s2.0-85076560032,Physics
2-s2.0-85076460130,Physics
2-s2.0-85076455078,Biology
2-s2.0-85076406979,Health
2-s2.0-85076235315,Physics
2-s2.0-85076190746,Computer Science
2-s2.0-85076176372,Physics
2-s2.0-85076119161,Biology
2-s2.0-85076098465,Biology
2-s2.0-85075924124,Health
2-s2.0-85075910899,Computer Science
2-s2.0-85075898823,Physics
2-s2.0-85075789020,Physics
2-s2.0-85075516758,Biology
2-s2.0-85075474181,Health
2-s2.0-85075400771,Physics
2-s2.0-85075249107,Computer Science
2-s2.0-85075078446,Physics
2-s2.0-85075040765,Health
2-s2.0-85074994662,Physics
2-s2.0-85074776400,Computer Science
2-s2.0-85074731195,Computer Science
2-s2.0-85074650749,Physics
2-s2.0-85074604545,Computer Science
2-s2.0-85074499499,Health
2-s2.0-85074468236,Biology
2-s2.0-85074465736,Health
2-s2.0-85074462753,Computer Science
2-s2.0-85074422250,Biology
2-s2.0-85074404427,Health
2-s2.0-85074344905,Physics
2-s2.0-85074264593,Health
2-s2.0-85074263019,Computer Science
2-s2.0-85074042117,Physics
2-s2.0-85074018842,Physics
2-s2.0-85074014510,Health
2-s2.0-85073987078,Biology
2-s2.0-85073939493,Physics
2-s2.0-85073772999,Physics
2-s2.0-85073037854,Physics
2-s2.0-85072792845,Physics
2-s2.0-85072398574,Biology
2-s2.0-85072125992,Biology
2-s2.0-85071775219,Physics
2-s2.0-85070508112,Physics
2-s2.0-85068836984,Physics
2-s2.0-85068644820,Biology
2-s2.0-85067887004,Computer Science
2-s2.0-85065302084,Health
2-s2.0-85064181232,Health
2-s2.0-85062173631,Physics
2-s2.0-85052580756,Computer Science
2-s2.0-85051702133,Physics
2-s2.0-85096039027,Computer Science
2-s2.0-85096038371,Computer Science
2-s2.0-85096036647,Computer Science
2-s2.0-85096033678,Computer Science
2-s2.0-85078835895,Health
2-s2.0-85078831362,Physics
2-s2.0-85074303622,Computer Science
2-s2.0-85073709958,Computer Science
2-s2.0-85079641411,Computer Science
2-s2.0-85079553149,Physics
2-s2.0-85103262665,Health
2-s2.0-85078518678,Computer Science
2-s2.0-85078654789,Physics
2-s2.0-85076058139,Physics
2-s2.0-85075356238,Health
2-s2.0-85081117904,Physics
2-s2.0-85078836395,Physics
2-s2.0-85075495887,Biology
2-s2.0-85078093381,Physics
2-s2.0-85081596699,Computer Science
2-s2.0-85077394307,Computer Science
2-s2.0-85078425064,Physics
2-s2.0-85094215039,Physics
2-s2.0-85079618294,Physics
2-s2.0-85078551985,Physics
2-s2.0-85121090745,Physics
2-s2.0-85079762458,Physics
2-s2.0-85078350967,Physics
2-s2.0-85076828113,Physics
2-s2.0-85073231584,Biology
2-s2.0-85073215461,Biology
2-s2.0-85072870830,Physics
2-s2.0-85072737390,Physics
2-s2.0-85072660659,Health
2-s2.0-85096329400,Physics
2-s2.0-85096320017,Computer Science
2-s2.0-85096306788,Computer Science
2-s2.0-85078636687,Computer Science
2-s2.0-85078153267,Physics
2-s2.0-85077859331,Computer Science
2-s2.0-85076250689,Physics
2-s2.0-85076212892,Computer Science
2-s2.0-85078139673,Biology
2-s2.0-85076613850,Physics
2-s2.0-85075587140,Physics
2-s2.0-85074905420,Physics
2-s2.0-85073582555,Physics
2-s2.0-85085988180,Health
2-s2.0-85078247693,Computer Science
2-s2.0-85077682202,Health
2-s2.0-85076519201,Physics
2-s2.0-85075586789,Computer Science
2-s2.0-85077706138,Health
2-s2.0-85078196291,Physics
2-s2.0-85078001323,Computer Science
2-s2.0-85074406718,Computer Science
2-s2.0-85071749295,Computer Science
2-s2.0-85074526662,Biology
2-s2.0-85081726388,Health
2-s2.0-85081058999,Physics
2-s2.0-85079041131,Physics
2-s2.0-85078615958,Physics
2-s2.0-85078550303,Physics
2-s2.0-85078296966,Biology
2-s2.0-85077852301,Physics
2-s2.0-85076345380,Physics
2-s2.0-85075468039,Biology
2-s2.0-85068710362,Physics
2-s2.0-85065428928,Physics
2-s2.0-85057319652,Biology
2-s2.0-85152850834,Physics
2-s2.0-85152351873,Physics
2-s2.0-85152349935,Physics
2-s2.0-85151427887,Physics
2-s2.0-85150560291,Physics
2-s2.0-85150559344,Computer Science
2-s2.0-85150137507,Physics
2-s2.0-85150084051,Computer Science
2-s2.0-85149578929,Computer Science
2-s2.0-85149508076,Biology
2-s2.0-85147600022,Biology
2-s2.0-85147489203,Health
2-s2.0-85143324704,Computer Science
2-s2.0-85141475052,Physics
2-s2.0-85140648210,Computer Science
2-s2.0-85136643670,Computer Science
2-s2.0-85135401328,Physics
2-s2.0-85134462688,Physics
2-s2.0-85131553198,Computer Science
2-s2.0-85127916812,Computer Science
2-s2.0-85127196099,Computer Science
2-s2.0-85127171714,Computer Science
2-s2.0-85126928340,Computer Science
2-s2.0-85125980628,Computer Science
2-s2.0-85125319553,Physics
2-s2.0-85125223722,Health
2-s2.0-85124922963,Biology
2-s2.0-85124921307,Physics
2-s2.0-85121690422,Physics
2-s2.0-85121047783,Computer Science
2-s2.0-85118795496,Physics
2-s2.0-85118655615,Biology
2-s2.0-85118444072,Physics
2-s2.0-85118357689,Computer Science
2-s2.0-85118268411,Health
2-s2.0-85116495119,Computer Science
2-s2.0-85116487175,Computer Science
2-s2.0-85115950706,Physics
2-s2.0-85115708986,Physics
2-s2.0-85115707699,Physics
2-s2.0-85115695142,Physics
2-s2.0-85115686266,Computer Science
2-s2.0-85115670292,Physics
2-s2.0-85114157595,Physics
2-s2.0-85112665238,Physics
2-s2.0-85112052531,Health
2-s2.0-85111300733,Computer Science
2-s2.0-85110149805,Health
2-s2.0-85109756372,Physics
2-s2.0-85109551445,Physics
2-s2.0-85108823968,Computer Science
2-s2.0-85108448337,Computer Science
2-s2.0-85108417905,Computer Science
2-s2.0-85108403088,Physics
2-s2.0-85108267812,Computer Science
2-s2.0-85108163489,Physics
2-s2.0-85108158798,Physics
2-s2.0-85107734684,Physics
2-s2.0-85107607727,Computer Science
2-s2.0-85107506018,Physics
2-s2.0-85107429793,Physics
2-s2.0-85107337764,Computer Science
2-s2.0-85107238081,Physics
2-s2.0-85107228637,Health
2-s2.0-85106943705,Computer Science
2-s2.0-85106920670,Computer Science
2-s2.0-85106824353,Computer Science
2-s2.0-85106608440,Physics
2-s2.0-85105828349,Computer Science
2-s2.0-85105606169,Computer Science
2-s2.0-85105569713,Computer Science
2-s2.0-85104955767,Physics
2-s2.0-85104891943,Physics
2-s2.0-85104885153,Health
2-s2.0-85104808287,Computer Science
2-s2.0-85104799400,Computer Science
2-s2.0-85104760004,Computer Science
2-s2.0-85104427948,Computer Science
2-s2.0-85104409816,Physics
2-s2.0-85103781676,Biology
2-s2.0-85103594764,Computer Science
2-s2.0-85103481385,Physics
2-s2.0-85103454789,Computer Science
2-s2.0-85103285245,Computer Science
2-s2.0-85102965705,Physics
2-s2.0-85102883823,Physics
2-s2.0-85102849827,Physics
2-s2.0-85102826675,Computer Science
2-s2.0-85102806396,Computer Science
2-s2.0-85102733816,Computer Science
2-s2.0-85102695729,Computer Science
2-s2.0-85102518013,Physics
2-s2.0-85102245542,Physics
2-s2.0-85102132232,Physics
2-s2.0-85102105107,Physics
2-s2.0-85102033514,Computer Science
2-s2.0-85101985053,Physics
2-s2.0-85101938186,Computer Science
2-s2.0-85101930116,Computer Science
2-s2.0-85101916915,Physics
2-s2.0-85101888957,Physics
2-s2.0-85101425098,Biology
2-s2.0-85101357105,Health
2-s2.0-85101279136,Physics
2-s2.0-85101190359,Biology
2-s2.0-85100905088,Physics
2-s2.0-85100876346,Computer Science
2-s2.0-85100665829,Computer Science
2-s2.0-85100629737,Computer Science
2-s2.0-85100614608,Computer Science
2-s2.0-85100558853,Computer Science
2-s2.0-85100259285,Computer Science
2-s2.0-85100177115,Physics
2-s2.0-85100164236,Physics
2-s2.0-85099978338,Physics
2-s2.0-85099972881,Physics
2-s2.0-85099948764,Biology
2-s2.0-85099921092,Physics
2-s2.0-85099903159,Physics
2-s2.0-85099878158,Physics
2-s2.0-85099828471,Computer Science
2-s2.0-85099817824,Computer Science
2-s2.0-85099642574,Computer Science
2-s2.0-85099632690,Computer Science
2-s2.0-85099502125,Computer Science
2-s2.0-85099408874,Computer Science
2-s2.0-85099392473,Computer Science
2-s2.0-85099362901,Physics
2-s2.0-85099357634,Computer Science
2-s2.0-85099357015,Computer Science
2-s2.0-85099336636,Computer Science
2-s2.0-85099325347,Physics
2-s2.0-85099301638,Physics
2-s2.0-85099064386,Health
2-s2.0-85098989793,Physics
2-s2.0-85098917084,Physics
2-s2.0-85098879072,Health
2-s2.0-85098829786,Computer Science
2-s2.0-85098644709,Physics
2-s2.0-85098633975,Computer Science
2-s2.0-85098608047,Health
2-s2.0-85098570930,Biology
2-s2.0-85098557969,Physics
2-s2.0-85098472252,Biology
2-s2.0-85098257907,Physics
2-s2.0-85098255482,Physics
2-s2.0-85098204649,Computer Science
2-s2.0-85098193906,Physics
2-s2.0-85098140020,Physics
2-s2.0-85098115630,Physics
2-s2.0-85098078363,Physics
2-s2.0-85098063851,Biology
2-s2.0-85098012020,Computer Science
2-s2.0-85097949577,Biology
2-s2.0-85097941575,Computer Science
2-s2.0-85097936168,Health
2-s2.0-85097922134,Health
2-s2.0-85097886600,Physics
2-s2.0-85097869212,Computer Science
2-s2.0-85097846912,Physics
2-s2.0-85097621589,Physics
2-s2.0-85097522868,Physics
2-s2.0-85097513411,Computer Science
2-s2.0-85097507601,Computer Science
2-s2.0-85097440869,Computer Science
2-s2.0-85097410621,Computer Science
2-s2.0-85097407273,Computer Science
2-s2.0-85097397539,Computer Science
2-s2.0-85097390292,Biology
2-s2.0-85097379355,Physics
2-s2.0-85097376594,Biology
2-s2.0-85097169241,Computer Science
2-s2.0-85097146764,Physics
2-s2.0-85097143500,Computer Science
2-s2.0-85097026110,Computer Science
2-s2.0-85097004404,Computer Science
2-s2.0-85096948480,Health
2-s2.0-85096920286,Computer Science
2-s2.0-85096910607,Computer Science
2-s2.0-85096897814,Computer Science
2-s2.0-85096865058,Computer Science
2-s2.0-85096846398,Computer Science
2-s2.0-85096808625,Computer Science
2-s2.0-85096654850,Physics
2-s2.0-85096643146,Biology
2-s2.0-85096641612,Biology
2-s2.0-85096629236,Health
2-s2.0-85096460308,Physics
2-s2.0-85096394129,Computer Science
2-s2.0-85096353453,Computer Science
2-s2.0-85096168615,Physics
2-s2.0-85096044287,Health
2-s2.0-85096000160,Health
2-s2.0-85095997383,Computer Science
2-s2.0-85095991797,Physics
2-s2.0-85095844124,Computer Science
2-s2.0-85095817068,Computer Science
2-s2.0-85095813329,Health
2-s2.0-85095808699,Computer Science
2-s2.0-85095700852,Biology
2-s2.0-85094870817,Computer Science
2-s2.0-85094676450,Computer Science
2-s2.0-85094610415,Physics
2-s2.0-85094570410,Biology
2-s2.0-85094315052,Computer Science
2-s2.0-85094217740,Biology
2-s2.0-85094216633,Physics
2-s2.0-85094213227,Physics
2-s2.0-85094204876,Physics
2-s2.0-85094199117,Physics
2-s2.0-85094190259,Physics
2-s2.0-85094101696,Biology
2-s2.0-85093935776,Health
2-s2.0-85093893858,Computer Science
2-s2.0-85093838690,Physics
2-s2.0-85093494416,Physics
2-s2.0-85093080842,Computer Science
2-s2.0-85092921675,Computer Science
2-s2.0-85092920527,Physics
2-s2.0-85092917322,Physics
2-s2.0-85092915975,Computer Science
2-s2.0-85092907758,Physics
2-s2.0-85092794861,Computer Science
2-s2.0-85092784195,Health
2-s2.0-85092747675,Computer Science
2-s2.0-85092720817,Health
2-s2.0-85092720452,Computer Science
2-s2.0-85092719255,Computer Science
2-s2.0-85092709311,Computer Science
2-s2.0-85092567733,Health
2-s2.0-85092551620,Computer Science
2-s2.0-85092530637,Physics
2-s2.0-85092524906,Biology
2-s2.0-85092515631,Physics
2-s2.0-85092501514,Physics
2-s2.0-85092477594,Physics
2-s2.0-85092446109,Computer Science
2-s2.0-85092403551,Biology
2-s2.0-85092397200,Physics
2-s2.0-85092372503,Computer Science
2-s2.0-85092371449,Biology
2-s2.0-85092336719,Physics
2-s2.0-85092331983,Biology
2-s2.0-85092287004,Health
2-s2.0-85092267590,Biology
2-s2.0-85092259116,Computer Science
2-s2.0-85092248536,Computer Science
2-s2.0-85092246330,Computer Science
2-s2.0-85092242445,Computer Science
2-s2.0-85092219524,Computer Science
2-s2.0-85092172386,Physics
2-s2.0-85092161200,Computer Science
2-s2.0-85092131223,Computer Science
2-s2.0-85092117796,Biology
2-s2.0-85092104472,Health
2-s2.0-85092092324,Physics
2-s2.0-85092089526,Health
2-s2.0-85092076642,Biology
2-s2.0-85092072223,Physics
2-s2.0-85092039518,Physics
2-s2.0-85091985384,Physics
2-s2.0-85091979282,Health
2-s2.0-85091875857,Biology
2-s2.0-85091826035,Computer Science
2-s2.0-85091743099,Computer Science
2-s2.0-85091720476,Computer Science
2-s2.0-85091704468,Physics
2-s2.0-85091704067,Health
2-s2.0-85091668564,Physics
2-s2.0-85091653951,Physics
2-s2.0-85091651355,Computer Science
2-s2.0-85091641905,Computer Science
2-s2.0-85091616361,Computer Science
2-s2.0-85091533405,Computer Science
2-s2.0-85091461674,Physics
2-s2.0-85091424147,Health
2-s2.0-85091418413,Computer Science
2-s2.0-85091393458,Physics
2-s2.0-85091371916,Physics
2-s2.0-85091332499,Computer Science
2-s2.0-85091312417,Physics
2-s2.0-85091276671,Computer Science
2-s2.0-85091275389,Computer Science
2-s2.0-85091264391,Health
2-s2.0-85091181670,Computer Science
2-s2.0-85091178213,Biology
2-s2.0-85091071856,Biology
2-s2.0-85090950664,Physics
2-s2.0-85090850354,Physics
2-s2.0-85090814855,Biology
2-s2.0-85090797453,Computer Science
2-s2.0-85090701241,Biology
2-s2.0-85090690104,Biology
2-s2.0-85090676582,Physics
2-s2.0-85090674228,Computer Science
2-s2.0-85090666939,Physics
2-s2.0-85090643739,Physics
2-s2.0-85090638637,Physics
2-s2.0-85090631069,Physics
2-s2.0-85090621359,Biology
2-s2.0-85090591742,Biology
2-s2.0-85090575991,Physics
2-s2.0-85090561886,Physics
2-s2.0-85090551728,Biology
2-s2.0-85090545039,Physics
2-s2.0-85090518962,Computer Science
2-s2.0-85090425644,Computer Science
2-s2.0-85090355957,Physics
2-s2.0-85090349560,Physics
2-s2.0-85090337222,Physics
2-s2.0-85090323087,Physics
2-s2.0-85090313809,Physics
2-s2.0-85090294377,Biology
2-s2.0-85090293351,Physics
2-s2.0-85090292102,Physics
2-s2.0-85090288353,Computer Science
2-s2.0-85090282601,Health
2-s2.0-85090277923,Health
2-s2.0-85090273111,Health
2-s2.0-85090269902,Biology
2-s2.0-85090268233,Health
2-s2.0-85090260045,Biology
2-s2.0-85090249624,Health
2-s2.0-85090210644,Biology
2-s2.0-85090053636,Biology
2-s2.0-85090052815,Computer Science
2-s2.0-85090021308,Computer Science
2-s2.0-85089922630,Physics
2-s2.0-85089888068,Computer Science
2-s2.0-85089872854,Biology
2-s2.0-85089817644,Computer Science
2-s2.0-85089771338,Computer Science
2-s2.0-85089723605,Biology
2-s2.0-85089723116,Physics
2-s2.0-85089720229,Physics
2-s2.0-85089718999,Physics
2-s2.0-85089670035,Physics
2-s2.0-85089663974,Physics
2-s2.0-85089654142,Health
2-s2.0-85089646521,Biology
2-s2.0-85089638295,Health
2-s2.0-85089625386,Computer Science
2-s2.0-85089609767,Computer Science
2-s2.0-85089563284,Health
2-s2.0-85089556075,Biology
2-s2.0-85089525209,Computer Science
2-s2.0-85089481572,Physics
2-s2.0-85089466157,Health
2-s2.0-85089463405,Computer Science
2-s2.0-85089408316,Biology
2-s2.0-85089404315,Physics
2-s2.0-85089334426,Computer Science
2-s2.0-85089313604,Computer Science
2-s2.0-85089310669,Computer Science
2-s2.0-85089310509,Physics
2-s2.0-85089307330,Physics
2-s2.0-85089306901,Physics
2-s2.0-85089285353,Health
2-s2.0-85089284603,Computer Science
2-s2.0-85089262116,Health
2-s2.0-85089171436,Physics
2-s2.0-85089129801,Computer Science
2-s2.0-85089129171,Computer Science
2-s2.0-85089127552,Computer Science
2-s2.0-85089127423,Computer Science
2-s2.0-85089126830,Computer Science
2-s2.0-85089126692,Computer Science
2-s2.0-85089123434,Physics
2-s2.0-85089121912,Computer Science
2-s2.0-85089119387,Computer Science
2-s2.0-85089014351,Biology
2-s2.0-85089011048,Health
2-s2.0-85088947815,Physics
2-s2.0-85088879976,Biology
2-s2.0-85088879261,Biology
2-s2.0-85088861712,Health
2-s2.0-85088860107,Physics
2-s2.0-85088856135,Physics
2-s2.0-85088778801,Physics
2-s2.0-85088745028,Computer Science
2-s2.0-85088744780,Computer Science
2-s2.0-85088682676,Health
2-s2.0-85088535352,Physics
2-s2.0-85088514074,Health
2-s2.0-85088455020,Physics
2-s2.0-85088444519,Computer Science
2-s2.0-85088441021,Physics
2-s2.0-85088439874,Computer Science
2-s2.0-85088438494,Computer Science
2-s2.0-85088405040,Health
2-s2.0-85088311090,Physics
2-s2.0-85088300040,Physics
2-s2.0-85088291477,Physics
2-s2.0-85088283434,Physics
2-s2.0-85088268033,Computer Science
2-s2.0-85088267110,Physics
2-s2.0-85088251314,Computer Science
2-s2.0-85088209847,Computer Science
2-s2.0-85088208601,Computer Science
2-s2.0-85088207816,Computer Science
2-s2.0-85088207343,Physics
2-s2.0-85088204939,Health
2-s2.0-85088042425,Physics
2-s2.0-85088007306,Biology
2-s2.0-85087986407,Computer Science
2-s2.0-85087956472,Health
2-s2.0-85087936781,Physics
2-s2.0-85087914758,Computer Science
2-s2.0-85087905890,Computer Science
2-s2.0-85087900580,Physics
2-s2.0-85087890269,Computer Science
2-s2.0-85087859507,Biology
2-s2.0-85087817697,Health
2-s2.0-85087810405,Physics
2-s2.0-85087805599,Computer Science
2-s2.0-85087799940,Computer Science
2-s2.0-85087782111,Health
2-s2.0-85087753114,Computer Science
2-s2.0-85087588645,Physics
2-s2.0-85087473395,Physics
2-s2.0-85087466943,Biology
2-s2.0-85087432344,Computer Science
2-s2.0-85087423341,Health
2-s2.0-85087374787,Physics
2-s2.0-85087349402,Computer Science
2-s2.0-85087343628,Computer Science
2-s2.0-85087310828,Computer Science
2-s2.0-85087140696,Health
2-s2.0-85087097145,Physics
2-s2.0-85087094799,Physics
2-s2.0-85087072762,Computer Science
2-s2.0-85087045454,Computer Science
2-s2.0-85087040746,Physics
2-s2.0-85087040700,Computer Science
2-s2.0-85087035372,Physics
2-s2.0-85087033561,Computer Science
2-s2.0-85087032419,Physics
2-s2.0-85087031013,Physics
2-s2.0-85087030881,Physics
2-s2.0-85087029594,Physics
2-s2.0-85087023585,Physics
2-s2.0-85087022518,Physics
2-s2.0-85087019896,Physics
2-s2.0-85087019371,Physics
2-s2.0-85087013708,Physics
2-s2.0-85087009554,Physics
2-s2.0-85087005199,Physics
2-s2.0-85087004495,Physics
2-s2.0-85087001686,Computer Science
2-s2.0-85087000617,Physics
2-s2.0-85086997329,Physics
2-s2.0-85086993973,Computer Science
2-s2.0-85086946670,Physics
2-s2.0-85086937235,Health
2-s2.0-85086911662,Biology
2-s2.0-85086813670,Computer Science
2-s2.0-85086812868,Computer Science
2-s2.0-85086811988,Computer Science
2-s2.0-85086811921,Physics
2-s2.0-85086811632,Physics
2-s2.0-85086811610,Physics
2-s2.0-85086811107,Physics
2-s2.0-85086811083,Physics
2-s2.0-85086708634,Health
2-s2.0-85086707298,Physics
2-s2.0-85086692783,Health
2-s2.0-85086687009,Physics
2-s2.0-85086669126,Physics
2-s2.0-85086656706,Physics
2-s2.0-85086655634,Physics
2-s2.0-85086648833,Physics
2-s2.0-85086640023,Computer Science
2-s2.0-85086635468,Physics
2-s2.0-85086626664,Physics
2-s2.0-85086523717,Health
2-s2.0-85086459363,Computer Science
2-s2.0-85086410961,Physics
2-s2.0-85086396947,Biology
2-s2.0-85086373404,Computer Science
2-s2.0-85086355616,Physics
2-s2.0-85086345971,Biology
2-s2.0-85086333316,Physics
2-s2.0-85086324048,Computer Science
2-s2.0-85086304211,Computer Science
2-s2.0-85086277856,Computer Science
2-s2.0-85086274373,Computer Science
2-s2.0-85086267827,Physics
2-s2.0-85086262258,Computer Science
2-s2.0-85086259722,Computer Science
2-s2.0-85086259356,Physics
2-s2.0-85086259272,Physics
2-s2.0-85086238462,Physics
2-s2.0-85086235516,Biology
2-s2.0-85086227260,Physics
2-s2.0-85086227209,Biology
2-s2.0-85086153530,Physics
2-s2.0-85086150952,Physics
2-s2.0-85086147052,Physics
2-s2.0-85086104813,Computer Science
2-s2.0-85086051314,Physics
2-s2.0-85086051188,Computer Science
2-s2.0-85086044325,Computer Science
2-s2.0-85086040797,Physics
2-s2.0-85086038748,Physics
2-s2.0-85086035155,Biology
2-s2.0-85086020890,Physics
2-s2.0-85086011789,Computer Science
2-s2.0-85085998690,Computer Science
2-s2.0-85085951709,Biology
2-s2.0-85085950340,Computer Science
2-s2.0-85085916659,Biology
2-s2.0-85085916306,Computer Science
2-s2.0-85085777390,Physics
2-s2.0-85085762674,Computer Science
2-s2.0-85085760271,Biology
2-s2.0-85085742888,Physics
2-s2.0-85085647497,Health
2-s2.0-85085630162,Biology
2-s2.0-85085585812,Physics
2-s2.0-85085581159,Physics
2-s2.0-85085563803,Biology
2-s2.0-85085362079,Physics
2-s2.0-85085334039,Biology
2-s2.0-85085332936,Physics
2-s2.0-85085316621,Physics
2-s2.0-85085265654,Physics
2-s2.0-85085215989,Computer Science
2-s2.0-85085167218,Computer Science
2-s2.0-85085157708,Health
2-s2.0-85085138934,Physics
2-s2.0-85085134544,Biology
2-s2.0-85085133043,Physics
2-s2.0-85085130995,Health
2-s2.0-85085086881,Computer Science
2-s2.0-85085055275,Computer Science
2-s2.0-85085045692,Health
2-s2.0-85085034093,Computer Science
2-s2.0-85085006974,Physics
2-s2.0-85085001614,Physics
2-s2.0-85084968659,Physics
2-s2.0-85084945754,Physics
2-s2.0-85084945480,Physics
2-s2.0-85084945129,Physics
2-s2.0-85084919715,Computer Science
2-s2.0-85084844248,Computer Science
2-s2.0-85084821692,Computer Science
2-s2.0-85084793833,Computer Science
2-s2.0-85084592903,Physics
2-s2.0-85084529082,Physics
2-s2.0-85084518274,Computer Science
2-s2.0-85084507153,Computer Science
2-s2.0-85084506939,Computer Science
2-s2.0-85084503297,Physics
2-s2.0-85084500548,Computer Science
2-s2.0-85084498750,Physics
2-s2.0-85084495396,Biology
2-s2.0-85084477946,Computer Science
2-s2.0-85084472221,Physics
2-s2.0-85084470210,Biology
2-s2.0-85084463041,Computer Science
2-s2.0-85084446780,Computer Science
2-s2.0-85084444418,Computer Science
2-s2.0-85084441404,Computer Science
2-s2.0-85084437256,Physics
2-s2.0-85084434015,Physics
2-s2.0-85084426608,Computer Science
2-s2.0-85084425397,Physics
2-s2.0-85084424852,Physics
2-s2.0-85084387471,Health
2-s2.0-85084348273,Physics
2-s2.0-85084327993,Computer Science
2-s2.0-85084313658,Physics
2-s2.0-85084309140,Physics
2-s2.0-85084260760,Computer Science
2-s2.0-85084231524,Biology
2-s2.0-85084227889,Computer Science
2-s2.0-85084218466,Computer Science
2-s2.0-85084214989,Computer Science
2-s2.0-85084205106,Physics
2-s2.0-85084202960,Computer Science
2-s2.0-85084187845,Physics
2-s2.0-85084167938,Biology
2-s2.0-85084158208,Computer Science
2-s2.0-85084151441,Computer Science
2-s2.0-85084146209,Computer Science
2-s2.0-85084078248,Physics
2-s2.0-85084067322,Physics
2-s2.0-85084054075,Physics
2-s2.0-85084041051,Physics
2-s2.0-85083979721,Health
2-s2.0-85083970798,Computer Science
2-s2.0-85083902045,Physics
2-s2.0-85083889677,Health
2-s2.0-85083847132,Physics
2-s2.0-85083786467,Physics
2-s2.0-85083768560,Physics
2-s2.0-85083727656,Physics
2-s2.0-85083726963,Computer Science
2-s2.0-85083709777,Biology
2-s2.0-85083694712,Physics
2-s2.0-85083691578,Physics
2-s2.0-85083676865,Computer Science
2-s2.0-85083578043,Biology
2-s2.0-85083558140,Biology
2-s2.0-85083518957,Computer Science
2-s2.0-85083516048,Computer Science
2-s2.0-85083515043,Computer Science
2-s2.0-85083500440,Computer Science
2-s2.0-85083493945,Physics
2-s2.0-85083490592,Computer Science
2-s2.0-85083482804,Computer Science
2-s2.0-85083372238,Computer Science
2-s2.0-85083370560,Physics
2-s2.0-85083362844,Biology
2-s2.0-85083359075,Physics
2-s2.0-85083261865,Computer Science
2-s2.0-85083205835,Physics
2-s2.0-85083201511,Physics
2-s2.0-85083172380,Computer Science
2-s2.0-85083094087,Computer Science
2-s2.0-85082982845,Computer Science
2-s2.0-85082881673,Physics
2-s2.0-85082859122,Physics
2-s2.0-85082852138,Computer Science
2-s2.0-85082817501,Physics
2-s2.0-85082793676,Physics
2-s2.0-85082767099,Computer Science
2-s2.0-85082751247,Physics
2-s2.0-85082740903,Physics
2-s2.0-85082717874,Physics
2-s2.0-85082711777,Computer Science
2-s2.0-85082683702,Physics
2-s2.0-85082653519,Physics
2-s2.0-85082651801,Computer Science
2-s2.0-85082646852,Physics
2-s2.0-85082555781,Physics
2-s2.0-85082549209,Health
2-s2.0-85082525417,Computer Science
2-s2.0-85082521887,Computer Science
2-s2.0-85082516876,Computer Science
2-s2.0-85082508564,Computer Science
2-s2.0-85082504352,Computer Science
2-s2.0-85082500485,Physics
2-s2.0-85082484990,Computer Science
2-s2.0-85082470900,Health
2-s2.0-85082466092,Biology
2-s2.0-85082444845,Computer Science
2-s2.0-85082401634,Physics
2-s2.0-85082380872,Physics
2-s2.0-85082308390,Computer Science
2-s2.0-85082306439,Computer Science
2-s2.0-85082306074,Physics
2-s2.0-85082303429,Computer Science
2-s2.0-85082300013,Computer Science
2-s2.0-85082270949,Physics
2-s2.0-85082145367,Physics
2-s2.0-85082101240,Computer Science
2-s2.0-85082018091,Computer Science
2-s2.0-85082016469,Computer Science
2-s2.0-85081962777,Physics
2-s2.0-85081935986,Physics
2-s2.0-85081935045,Health
2-s2.0-85081931330,Computer Science
2-s2.0-85081923475,Health
2-s2.0-85081912537,Health
2-s2.0-85081911834,Health
2-s2.0-85081735256,Computer Science
2-s2.0-85081734284,Computer Science
2-s2.0-85081680695,Physics
2-s2.0-85081646277,Biology
2-s2.0-85081630342,Health
2-s2.0-85081627069,Physics
2-s2.0-85081577016,Physics
2-s2.0-85081554168,Biology
2-s2.0-85081412411,Computer Science
2-s2.0-85081351378,Computer Science
2-s2.0-85081338693,Physics
2-s2.0-85081325039,Health
2-s2.0-85081254809,Physics
2-s2.0-85081219112,Computer Science
2-s2.0-85081216480,Biology
2-s2.0-85081168139,Physics
2-s2.0-85081133304,Biology
2-s2.0-85081128457,Physics
2-s2.0-85081106412,Computer Science
2-s2.0-85081098879,Computer Science
2-s2.0-85080968369,Physics
2-s2.0-85080967151,Computer Science
2-s2.0-85080953694,Computer Science
2-s2.0-85080951045,Computer Science
2-s2.0-85080939777,Computer Science
2-s2.0-85080931912,Computer Science
2-s2.0-85080922366,Computer Science
